"","subject","condition","audio","step","sAnswer","rt","stepRepetition","trial","phase"
"14760","SSH66","SSH","asee_shstep11",11,1,719,14,0,"Late"
"14761","SSH66","SSH","asee_shstep13",13,0,718,14,6,"Late"
"14762","SSH66","SSH","asee_shstep15",15,0,552,14,3,"Late"
"14763","SSH66","SSH","asee_shstep17",17,0,538,14,5,"Late"
"14764","SSH66","SSH","asee_shstep05",5,1,686,15,2,"Late"
"14765","SSH66","SSH","asee_shstep07",7,1,552,15,0,"Late"
"14766","SSH66","SSH","asee_shstep09",9,1,591,15,5,"Late"
"14767","SSH66","SSH","asee_shstep11",11,1,589,15,1,"Late"
"14768","SSH66","SSH","asee_shstep13",13,1,416,15,4,"Late"
"14769","SSH66","SSH","asee_shstep15",15,0,757,15,6,"Late"
"14770","SSH66","SSH","asee_shstep17",17,0,571,15,3,"Late"
"14771","SSH67","SSH","asee_shstep05",5,1,1342,1,4,"Early"
"14772","SSH67","SSH","asee_shstep07",7,0,1513,1,6,"Early"
"14773","SSH67","SSH","asee_shstep09",9,0,1881,1,1,"Early"
"14774","SSH67","SSH","asee_shstep11",11,0,1527,1,3,"Early"
"14775","SSH67","SSH","asee_shstep13",13,0,1756,1,5,"Early"
"14776","SSH67","SSH","asee_shstep15",15,0,2688,1,2,"Early"
"14777","SSH67","SSH","asee_shstep17",17,0,1471,1,0,"Early"
"14778","SSH67","SSH","asee_shstep05",5,1,893,2,6,"Early"
"14779","SSH67","SSH","asee_shstep07",7,1,1503,2,1,"Early"
"14780","SSH67","SSH","asee_shstep09",9,0,1337,2,2,"Early"
"14781","SSH67","SSH","asee_shstep11",11,0,764,2,5,"Early"
"14782","SSH67","SSH","asee_shstep13",13,0,739,2,0,"Early"
"14783","SSH67","SSH","asee_shstep15",15,0,928,2,3,"Early"
"14784","SSH67","SSH","asee_shstep17",17,0,898,2,4,"Early"
"14785","SSH67","SSH","asee_shstep05",5,1,783,3,1,"Early"
"14786","SSH67","SSH","asee_shstep07",7,1,974,3,3,"Early"
"14787","SSH67","SSH","asee_shstep09",9,0,866,3,5,"Early"
"14788","SSH67","SSH","asee_shstep11",11,0,880,3,6,"Early"
"14789","SSH67","SSH","asee_shstep13",13,0,779,3,2,"Early"
"14790","SSH67","SSH","asee_shstep15",15,0,953,3,0,"Early"
"14791","SSH67","SSH","asee_shstep17",17,0,832,3,4,"Early"
"14792","SSH67","SSH","asee_shstep05",5,1,884,4,0,"Early"
"14793","SSH67","SSH","asee_shstep07",7,1,1152,4,5,"Early"
"14794","SSH67","SSH","asee_shstep09",9,0,1082,4,1,"Early"
"14795","SSH67","SSH","asee_shstep11",11,0,835,4,2,"Early"
"14796","SSH67","SSH","asee_shstep13",13,0,1121,4,4,"Early"
"14797","SSH67","SSH","asee_shstep15",15,0,787,4,6,"Early"
"14798","SSH67","SSH","asee_shstep17",17,0,1013,4,3,"Early"
"14799","SSH67","SSH","asee_shstep05",5,1,978,5,1,"Early"
"14800","SSH67","SSH","asee_shstep07",7,1,1019,5,3,"Early"
"14801","SSH67","SSH","asee_shstep09",9,1,1102,5,4,"Early"
"14802","SSH67","SSH","asee_shstep11",11,0,1219,5,6,"Early"
"14803","SSH67","SSH","asee_shstep13",13,0,801,5,2,"Early"
"14804","SSH67","SSH","asee_shstep15",15,0,809,5,0,"Early"
"14805","SSH67","SSH","asee_shstep17",17,0,1062,5,5,"Early"
"14806","SSH67","SSH","asee_shstep05",5,1,923,6,4,"Late"
"14807","SSH67","SSH","asee_shstep07",7,1,981,6,2,"Late"
"14808","SSH67","SSH","asee_shstep09",9,0,872,6,5,"Late"
"14809","SSH67","SSH","asee_shstep11",11,0,2197,6,6,"Late"
"14810","SSH67","SSH","asee_shstep13",13,0,1084,6,1,"Late"
"14811","SSH67","SSH","asee_shstep15",15,0,987,6,0,"Late"
"14812","SSH67","SSH","asee_shstep17",17,0,929,6,3,"Late"
"14813","SSH67","SSH","asee_shstep05",5,1,876,7,4,"Late"
"14814","SSH67","SSH","asee_shstep07",7,1,843,7,5,"Late"
"14815","SSH67","SSH","asee_shstep09",9,1,818,7,1,"Late"
"14816","SSH67","SSH","asee_shstep11",11,0,889,7,6,"Late"
"14817","SSH67","SSH","asee_shstep13",13,0,1004,7,0,"Late"
"14818","SSH67","SSH","asee_shstep15",15,0,1076,7,3,"Late"
"14819","SSH67","SSH","asee_shstep17",17,0,1172,7,2,"Late"
"14820","SSH67","SSH","asee_shstep05",5,1,1017,8,3,"Late"
"14821","SSH67","SSH","asee_shstep07",7,1,617,8,6,"Late"
"14822","SSH67","SSH","asee_shstep09",9,1,749,8,5,"Late"
"14823","SSH67","SSH","asee_shstep11",11,0,789,8,4,"Late"
"14824","SSH67","SSH","asee_shstep13",13,0,1540,8,1,"Late"
"14825","SSH67","SSH","asee_shstep15",15,0,1009,8,0,"Late"
"14826","SSH67","SSH","asee_shstep17",17,0,1244,8,2,"Late"
"14827","SSH67","SSH","asee_shstep05",5,1,638,9,2,"Late"
"14828","SSH67","SSH","asee_shstep07",7,1,1027,9,0,"Late"
"14829","SSH67","SSH","asee_shstep09",9,1,610,9,3,"Late"
"14830","SSH67","SSH","asee_shstep11",11,1,975,9,1,"Late"
"14831","SSH67","SSH","asee_shstep13",13,0,715,9,5,"Late"
"14832","SSH67","SSH","asee_shstep15",15,0,702,9,4,"Late"
"14833","SSH67","SSH","asee_shstep17",17,0,609,9,6,"Late"
"14834","SSH67","SSH","asee_shstep05",5,1,515,10,0,"Late"
"14835","SSH67","SSH","asee_shstep07",7,1,712,10,4,"Late"
"14836","SSH67","SSH","asee_shstep09",9,1,828,10,3,"Late"
"14837","SSH67","SSH","asee_shstep11",11,0,1081,10,5,"Late"
"14838","SSH67","SSH","asee_shstep13",13,0,761,10,6,"Late"
"14839","SSH67","SSH","asee_shstep15",15,0,1100,10,1,"Late"
"14840","SSH67","SSH","asee_shstep17",17,0,926,10,2,"Late"
"14841","SSH67","SSH","asee_shstep05",5,1,994,11,6,"Late"
"14842","SSH67","SSH","asee_shstep07",7,1,797,11,1,"Late"
"14843","SSH67","SSH","asee_shstep09",9,1,671,11,2,"Late"
"14844","SSH67","SSH","asee_shstep11",11,0,903,11,4,"Late"
"14845","SSH67","SSH","asee_shstep13",13,0,716,11,3,"Late"
"14846","SSH67","SSH","asee_shstep15",15,0,1074,11,5,"Late"
"14847","SSH67","SSH","asee_shstep17",17,0,767,11,0,"Late"
"14848","SSH67","SSH","asee_shstep05",5,1,1912,12,6,"Late"
"14849","SSH67","SSH","asee_shstep07",7,1,715,12,5,"Late"
"14850","SSH67","SSH","asee_shstep09",9,1,625,12,4,"Late"
"14851","SSH67","SSH","asee_shstep11",11,0,1904,12,1,"Late"
"14852","SSH67","SSH","asee_shstep13",13,0,1910,12,0,"Late"
"14853","SSH67","SSH","asee_shstep15",15,0,1281,12,3,"Late"
"14854","SSH67","SSH","asee_shstep17",17,0,2920,12,2,"Late"
"14855","SSH67","SSH","asee_shstep05",5,1,981,13,1,"Late"
"14856","SSH67","SSH","asee_shstep07",7,1,613,13,4,"Late"
"14857","SSH67","SSH","asee_shstep09",9,1,1135,13,2,"Late"
"14858","SSH67","SSH","asee_shstep11",11,0,872,13,6,"Late"
"14859","SSH67","SSH","asee_shstep13",13,0,889,13,3,"Late"
"14860","SSH67","SSH","asee_shstep15",15,0,909,13,5,"Late"
"14861","SSH67","SSH","asee_shstep17",17,0,886,13,0,"Late"
"14862","SSH67","SSH","asee_shstep05",5,1,876,14,2,"Late"
"14863","SSH67","SSH","asee_shstep07",7,1,1020,14,4,"Late"
"14864","SSH67","SSH","asee_shstep09",9,1,908,14,6,"Late"
"14865","SSH67","SSH","asee_shstep11",11,1,1449,14,0,"Late"
"14866","SSH67","SSH","asee_shstep13",13,0,1032,14,5,"Late"
"14867","SSH67","SSH","asee_shstep15",15,0,677,14,3,"Late"
"14868","SSH67","SSH","asee_shstep17",17,0,743,14,1,"Late"
"14869","SSH67","SSH","asee_shstep05",5,1,775,15,1,"Late"
"14870","SSH67","SSH","asee_shstep07",7,1,839,15,4,"Late"
"14871","SSH67","SSH","asee_shstep09",9,1,702,15,3,"Late"
"14872","SSH67","SSH","asee_shstep11",11,0,1127,15,0,"Late"
"14873","SSH67","SSH","asee_shstep13",13,0,1173,15,6,"Late"
"14874","SSH67","SSH","asee_shstep15",15,0,761,15,5,"Late"
"14875","SSH67","SSH","asee_shstep17",17,0,690,15,2,"Late"
"14876","SSH68","SSH","asee_shstep05",5,1,989,1,5,"Early"
"14877","SSH68","SSH","asee_shstep07",7,1,894,1,2,"Early"
"14878","SSH68","SSH","asee_shstep09",9,0,1894,1,4,"Early"
"14879","SSH68","SSH","asee_shstep11",11,0,1369,1,0,"Early"
"14880","SSH68","SSH","asee_shstep13",13,0,1544,1,1,"Early"
"14881","SSH68","SSH","asee_shstep15",15,0,3099,1,6,"Early"
"14882","SSH68","SSH","asee_shstep17",17,0,982,1,3,"Early"
"14883","SSH68","SSH","asee_shstep05",5,1,679,2,2,"Early"
"14884","SSH68","SSH","asee_shstep07",7,1,919,2,4,"Early"
"14885","SSH68","SSH","asee_shstep09",9,0,1810,2,1,"Early"
"14886","SSH68","SSH","asee_shstep11",11,0,879,2,6,"Early"
"14887","SSH68","SSH","asee_shstep13",13,0,1750,2,5,"Early"
"14888","SSH68","SSH","asee_shstep15",15,0,785,2,3,"Early"
"14889","SSH68","SSH","asee_shstep17",17,0,738,2,0,"Early"
"14890","SSH68","SSH","asee_shstep05",5,1,757,3,0,"Early"
"14891","SSH68","SSH","asee_shstep07",7,1,779,3,4,"Early"
"14892","SSH68","SSH","asee_shstep09",9,0,1181,3,5,"Early"
"14893","SSH68","SSH","asee_shstep11",11,0,765,3,3,"Early"
"14894","SSH68","SSH","asee_shstep13",13,0,662,3,6,"Early"
"14895","SSH68","SSH","asee_shstep15",15,0,794,3,1,"Early"
"14896","SSH68","SSH","asee_shstep17",17,0,836,3,2,"Early"
"14897","SSH68","SSH","asee_shstep05",5,1,723,4,4,"Early"
"14898","SSH68","SSH","asee_shstep07",7,1,751,4,6,"Early"
"14899","SSH68","SSH","asee_shstep09",9,1,802,4,0,"Early"
"14900","SSH68","SSH","asee_shstep11",11,0,862,4,1,"Early"
"14901","SSH68","SSH","asee_shstep13",13,0,788,4,3,"Early"
"14902","SSH68","SSH","asee_shstep15",15,0,767,4,2,"Early"
"14903","SSH68","SSH","asee_shstep17",17,0,699,4,5,"Early"
"14904","SSH68","SSH","asee_shstep05",5,1,605,5,2,"Early"
"14905","SSH68","SSH","asee_shstep07",7,1,549,5,1,"Early"
"14906","SSH68","SSH","asee_shstep09",9,1,753,5,0,"Early"
"14907","SSH68","SSH","asee_shstep11",11,0,1362,5,3,"Early"
"14908","SSH68","SSH","asee_shstep13",13,0,716,5,5,"Early"
"14909","SSH68","SSH","asee_shstep15",15,0,629,5,4,"Early"
"14910","SSH68","SSH","asee_shstep17",17,0,901,5,6,"Early"
"14911","SSH68","SSH","asee_shstep05",5,1,576,6,1,"Late"
"14912","SSH68","SSH","asee_shstep07",7,1,609,6,0,"Late"
"14913","SSH68","SSH","asee_shstep09",9,1,680,6,4,"Late"
"14914","SSH68","SSH","asee_shstep11",11,0,740,6,3,"Late"
"14915","SSH68","SSH","asee_shstep13",13,0,620,6,6,"Late"
"14916","SSH68","SSH","asee_shstep15",15,0,643,6,5,"Late"
"14917","SSH68","SSH","asee_shstep17",17,0,665,6,2,"Late"
"14918","SSH68","SSH","asee_shstep05",5,1,645,7,0,"Late"
"14919","SSH68","SSH","asee_shstep07",7,1,627,7,4,"Late"
"14920","SSH68","SSH","asee_shstep09",9,1,792,7,2,"Late"
"14921","SSH68","SSH","asee_shstep11",11,0,691,7,1,"Late"
"14922","SSH68","SSH","asee_shstep13",13,0,655,7,5,"Late"
"14923","SSH68","SSH","asee_shstep15",15,0,569,7,3,"Late"
"14924","SSH68","SSH","asee_shstep17",17,0,477,7,6,"Late"
"14925","SSH68","SSH","asee_shstep05",5,1,644,8,1,"Late"
"14926","SSH68","SSH","asee_shstep07",7,1,597,8,2,"Late"
"14927","SSH68","SSH","asee_shstep09",9,1,805,8,0,"Late"
"14928","SSH68","SSH","asee_shstep11",11,0,781,8,3,"Late"
"14929","SSH68","SSH","asee_shstep13",13,0,861,8,4,"Late"
"14930","SSH68","SSH","asee_shstep15",15,0,760,8,5,"Late"
"14931","SSH68","SSH","asee_shstep17",17,0,609,8,6,"Late"
"14932","SSH68","SSH","asee_shstep05",5,1,602,9,0,"Late"
"14933","SSH68","SSH","asee_shstep07",7,1,515,9,3,"Late"
"14934","SSH68","SSH","asee_shstep09",9,1,833,9,2,"Late"
"14935","SSH68","SSH","asee_shstep11",11,0,699,9,4,"Late"
"14936","SSH68","SSH","asee_shstep13",13,0,722,9,5,"Late"
"14937","SSH68","SSH","asee_shstep15",15,0,773,9,1,"Late"
"14938","SSH68","SSH","asee_shstep17",17,0,1254,9,6,"Late"
"14939","SSH68","SSH","asee_shstep05",5,1,480,10,6,"Late"
"14940","SSH68","SSH","asee_shstep07",7,1,625,10,3,"Late"
"14941","SSH68","SSH","asee_shstep09",9,1,635,10,4,"Late"
"14942","SSH68","SSH","asee_shstep11",11,0,1255,10,0,"Late"
"14943","SSH68","SSH","asee_shstep13",13,0,791,10,2,"Late"
"14944","SSH68","SSH","asee_shstep15",15,1,2010,10,1,"Late"
"14945","SSH68","SSH","asee_shstep17",17,0,1027,10,5,"Late"
"14946","SSH68","SSH","asee_shstep05",5,1,642,11,0,"Late"
"14947","SSH68","SSH","asee_shstep07",7,1,583,11,5,"Late"
"14948","SSH68","SSH","asee_shstep09",9,1,566,11,1,"Late"
"14949","SSH68","SSH","asee_shstep11",11,0,568,11,2,"Late"
"14950","SSH68","SSH","asee_shstep13",13,0,720,11,4,"Late"
"14951","SSH68","SSH","asee_shstep15",15,0,719,11,3,"Late"
"14952","SSH68","SSH","asee_shstep17",17,0,665,11,6,"Late"
"14953","SSH68","SSH","asee_shstep05",5,1,550,12,6,"Late"
"14954","SSH68","SSH","asee_shstep07",7,1,582,12,5,"Late"
"14955","SSH68","SSH","asee_shstep09",9,1,849,12,0,"Late"
"14956","SSH68","SSH","asee_shstep11",11,0,532,12,1,"Late"
"14957","SSH68","SSH","asee_shstep13",13,0,603,12,2,"Late"
"14958","SSH68","SSH","asee_shstep15",15,0,586,12,3,"Late"
"14959","SSH68","SSH","asee_shstep17",17,0,618,12,4,"Late"
"14960","SSH68","SSH","asee_shstep05",5,1,492,13,3,"Late"
"14961","SSH68","SSH","asee_shstep07",7,1,648,13,5,"Late"
"14962","SSH68","SSH","asee_shstep09",9,1,830,13,0,"Late"
"14963","SSH68","SSH","asee_shstep11",11,0,632,13,2,"Late"
"14964","SSH68","SSH","asee_shstep13",13,0,605,13,1,"Late"
"14965","SSH68","SSH","asee_shstep15",15,0,788,13,4,"Late"
"14966","SSH68","SSH","asee_shstep17",17,0,727,13,6,"Late"
"14967","SSH68","SSH","asee_shstep05",5,1,522,14,0,"Late"
"14968","SSH68","SSH","asee_shstep07",7,1,538,14,2,"Late"
"14969","SSH68","SSH","asee_shstep09",9,1,809,14,5,"Late"
"14970","SSH68","SSH","asee_shstep11",11,1,659,14,1,"Late"
"14971","SSH68","SSH","asee_shstep13",13,0,676,14,6,"Late"
"14972","SSH68","SSH","asee_shstep15",15,0,565,14,4,"Late"
"14973","SSH68","SSH","asee_shstep17",17,0,634,14,3,"Late"
"14974","SSH68","SSH","asee_shstep05",5,1,498,15,0,"Late"
"14975","SSH68","SSH","asee_shstep07",7,1,574,15,1,"Late"
"14976","SSH68","SSH","asee_shstep09",9,1,597,15,6,"Late"
"14977","SSH68","SSH","asee_shstep11",11,1,600,15,2,"Late"
"14978","SSH68","SSH","asee_shstep13",13,0,618,15,4,"Late"
"14979","SSH68","SSH","asee_shstep15",15,0,808,15,5,"Late"
"14980","SSH68","SSH","asee_shstep17",17,0,543,15,3,"Late"
"14981","SSH69","SSH","asee_shstep05",5,1,880,1,6,"Early"
"14982","SSH69","SSH","asee_shstep07",7,1,909,1,5,"Early"
"14983","SSH69","SSH","asee_shstep09",9,1,1023,1,0,"Early"
"14984","SSH69","SSH","asee_shstep11",11,0,920,1,2,"Early"
"14985","SSH69","SSH","asee_shstep13",13,0,843,1,1,"Early"
"14986","SSH69","SSH","asee_shstep15",15,0,1082,1,3,"Early"
"14987","SSH69","SSH","asee_shstep17",17,0,1068,1,4,"Early"
"14988","SSH69","SSH","asee_shstep05",5,1,797,2,6,"Early"
"14989","SSH69","SSH","asee_shstep07",7,1,810,2,4,"Early"
"14990","SSH69","SSH","asee_shstep09",9,1,945,2,3,"Early"
"14991","SSH69","SSH","asee_shstep11",11,0,723,2,5,"Early"
"14992","SSH69","SSH","asee_shstep13",13,0,849,2,0,"Early"
"14993","SSH69","SSH","asee_shstep15",15,0,763,2,1,"Early"
"14994","SSH69","SSH","asee_shstep17",17,0,819,2,2,"Early"
"14995","SSH69","SSH","asee_shstep05",5,1,816,3,6,"Early"
"14996","SSH69","SSH","asee_shstep07",7,0,799,3,2,"Early"
"14997","SSH69","SSH","asee_shstep09",9,1,857,3,4,"Early"
"14998","SSH69","SSH","asee_shstep11",11,0,1217,3,3,"Early"
"14999","SSH69","SSH","asee_shstep13",13,0,1004,3,0,"Early"
"15000","SSH69","SSH","asee_shstep15",15,0,744,3,1,"Early"
"15001","SSH69","SSH","asee_shstep17",17,0,815,3,5,"Early"
"15002","SSH69","SSH","asee_shstep05",5,1,711,4,4,"Early"
"15003","SSH69","SSH","asee_shstep07",7,1,699,4,1,"Early"
"15004","SSH69","SSH","asee_shstep09",9,1,897,4,0,"Early"
"15005","SSH69","SSH","asee_shstep11",11,1,759,4,3,"Early"
"15006","SSH69","SSH","asee_shstep13",13,0,757,4,6,"Early"
"15007","SSH69","SSH","asee_shstep15",15,0,742,4,5,"Early"
"15008","SSH69","SSH","asee_shstep17",17,0,678,4,2,"Early"
"15009","SSH69","SSH","asee_shstep05",5,1,815,5,5,"Early"
"15010","SSH69","SSH","asee_shstep07",7,1,813,5,3,"Early"
"15011","SSH69","SSH","asee_shstep09",9,0,904,5,1,"Early"
"15012","SSH69","SSH","asee_shstep11",11,0,928,5,2,"Early"
"15013","SSH69","SSH","asee_shstep13",13,0,811,5,6,"Early"
"15014","SSH69","SSH","asee_shstep15",15,0,863,5,4,"Early"
"15015","SSH69","SSH","asee_shstep17",17,0,800,5,0,"Early"
"15016","SSH69","SSH","asee_shstep05",5,1,920,6,0,"Late"
"15017","SSH69","SSH","asee_shstep07",7,1,888,6,5,"Late"
"15018","SSH69","SSH","asee_shstep09",9,1,918,6,4,"Late"
"15019","SSH69","SSH","asee_shstep11",11,1,940,6,6,"Late"
"15020","SSH69","SSH","asee_shstep13",13,0,772,6,2,"Late"
"15021","SSH69","SSH","asee_shstep15",15,0,814,6,3,"Late"
"15022","SSH69","SSH","asee_shstep17",17,0,850,6,1,"Late"
"15023","SSH69","SSH","asee_shstep05",5,1,730,7,0,"Late"
"15024","SSH69","SSH","asee_shstep07",7,1,843,7,4,"Late"
"15025","SSH69","SSH","asee_shstep09",9,1,896,7,3,"Late"
"15026","SSH69","SSH","asee_shstep11",11,0,798,7,5,"Late"
"15027","SSH69","SSH","asee_shstep13",13,0,813,7,6,"Late"
"15028","SSH69","SSH","asee_shstep15",15,0,791,7,1,"Late"
"15029","SSH69","SSH","asee_shstep17",17,0,729,7,2,"Late"
"15030","SSH69","SSH","asee_shstep05",5,1,836,8,2,"Late"
"15031","SSH69","SSH","asee_shstep07",7,1,802,8,6,"Late"
"15032","SSH69","SSH","asee_shstep09",9,1,944,8,5,"Late"
"15033","SSH69","SSH","asee_shstep11",11,0,846,8,4,"Late"
"15034","SSH69","SSH","asee_shstep13",13,0,694,8,3,"Late"
"15035","SSH69","SSH","asee_shstep15",15,0,806,8,0,"Late"
"15036","SSH69","SSH","asee_shstep17",17,0,798,8,1,"Late"
"15037","SSH69","SSH","asee_shstep05",5,1,717,9,0,"Late"
"15038","SSH69","SSH","asee_shstep07",7,1,858,9,3,"Late"
"15039","SSH69","SSH","asee_shstep09",9,1,913,9,2,"Late"
"15040","SSH69","SSH","asee_shstep11",11,0,783,9,1,"Late"
"15041","SSH69","SSH","asee_shstep13",13,0,772,9,4,"Late"
"15042","SSH69","SSH","asee_shstep15",15,0,901,9,5,"Late"
"15043","SSH69","SSH","asee_shstep17",17,0,801,9,6,"Late"
"15044","SSH69","SSH","asee_shstep05",5,1,794,10,3,"Late"
"15045","SSH69","SSH","asee_shstep07",7,1,837,10,4,"Late"
"15046","SSH69","SSH","asee_shstep09",9,0,825,10,1,"Late"
"15047","SSH69","SSH","asee_shstep11",11,0,731,10,5,"Late"
"15048","SSH69","SSH","asee_shstep13",13,0,750,10,2,"Late"
"15049","SSH69","SSH","asee_shstep15",15,0,888,10,6,"Late"
"15050","SSH69","SSH","asee_shstep17",17,0,748,10,0,"Late"
"15051","SSH69","SSH","asee_shstep05",5,0,785,11,4,"Late"
"15052","SSH69","SSH","asee_shstep07",7,1,1203,11,3,"Late"
"15053","SSH69","SSH","asee_shstep09",9,1,826,11,5,"Late"
"15054","SSH69","SSH","asee_shstep11",11,0,951,11,2,"Late"
"15055","SSH69","SSH","asee_shstep13",13,0,829,11,0,"Late"
"15056","SSH69","SSH","asee_shstep15",15,0,743,11,1,"Late"
"15057","SSH69","SSH","asee_shstep17",17,0,813,11,6,"Late"
"15058","SSH69","SSH","asee_shstep05",5,1,799,12,3,"Late"
"15059","SSH69","SSH","asee_shstep07",7,1,779,12,0,"Late"
"15060","SSH69","SSH","asee_shstep09",9,1,853,12,5,"Late"
"15061","SSH69","SSH","asee_shstep11",11,0,1016,12,6,"Late"
"15062","SSH69","SSH","asee_shstep13",13,0,693,12,2,"Late"
"15063","SSH69","SSH","asee_shstep15",15,0,729,12,4,"Late"
"15064","SSH69","SSH","asee_shstep17",17,0,980,12,1,"Late"
"15065","SSH69","SSH","asee_shstep05",5,1,717,13,4,"Late"
"15066","SSH69","SSH","asee_shstep07",7,1,733,13,1,"Late"
"15067","SSH69","SSH","asee_shstep09",9,1,830,13,5,"Late"
"15068","SSH69","SSH","asee_shstep11",11,0,1040,13,2,"Late"
"15069","SSH69","SSH","asee_shstep13",13,0,835,13,3,"Late"
"15070","SSH69","SSH","asee_shstep15",15,0,710,13,6,"Late"
"15071","SSH69","SSH","asee_shstep17",17,0,853,13,0,"Late"
"15072","SSH69","SSH","asee_shstep05",5,1,689,14,0,"Late"
"15073","SSH69","SSH","asee_shstep07",7,1,703,14,6,"Late"
"15074","SSH69","SSH","asee_shstep09",9,0,1364,14,1,"Late"
"15075","SSH69","SSH","asee_shstep11",11,1,991,14,2,"Late"
"15076","SSH69","SSH","asee_shstep13",13,0,1008,14,3,"Late"
"15077","SSH69","SSH","asee_shstep15",15,0,792,14,4,"Late"
"15078","SSH69","SSH","asee_shstep17",17,0,717,14,5,"Late"
"15079","SSH69","SSH","asee_shstep05",5,1,753,15,1,"Late"
"15080","SSH69","SSH","asee_shstep07",7,1,665,15,5,"Late"
"15081","SSH69","SSH","asee_shstep09",9,1,818,15,3,"Late"
"15082","SSH69","SSH","asee_shstep11",11,0,907,15,6,"Late"
"15083","SSH69","SSH","asee_shstep13",13,0,730,15,4,"Late"
"15084","SSH69","SSH","asee_shstep15",15,0,647,15,0,"Late"
"15085","SSH69","SSH","asee_shstep17",17,0,753,15,2,"Late"
"15086","SSH70","SSH","asee_shstep05",5,0,1157,1,5,"Early"
"15087","SSH70","SSH","asee_shstep07",7,0,3470,1,2,"Early"
"15088","SSH70","SSH","asee_shstep09",9,0,2929,1,0,"Early"
"15089","SSH70","SSH","asee_shstep11",11,0,1631,1,3,"Early"
"15090","SSH70","SSH","asee_shstep13",13,0,2703,1,4,"Early"
"15092","SSH70","SSH","asee_shstep17",17,0,1603,1,6,"Early"
"15093","SSH70","SSH","asee_shstep05",5,0,1721,2,2,"Early"
"15094","SSH70","SSH","asee_shstep07",7,0,1845,2,4,"Early"
"15095","SSH70","SSH","asee_shstep09",9,0,1664,2,3,"Early"
"15096","SSH70","SSH","asee_shstep11",11,0,1860,2,5,"Early"
"15097","SSH70","SSH","asee_shstep13",13,0,2513,2,1,"Early"
"15098","SSH70","SSH","asee_shstep15",15,0,1800,2,0,"Early"
"15099","SSH70","SSH","asee_shstep17",17,0,1627,2,6,"Early"
"15100","SSH70","SSH","asee_shstep05",5,0,1665,3,2,"Early"
"15101","SSH70","SSH","asee_shstep07",7,0,1428,3,4,"Early"
"15102","SSH70","SSH","asee_shstep09",9,0,1885,3,5,"Early"
"15103","SSH70","SSH","asee_shstep11",11,0,1083,3,3,"Early"
"15104","SSH70","SSH","asee_shstep13",13,0,929,3,0,"Early"
"15105","SSH70","SSH","asee_shstep15",15,0,1096,3,6,"Early"
"15106","SSH70","SSH","asee_shstep17",17,0,1177,3,1,"Early"
"15107","SSH70","SSH","asee_shstep05",5,0,4338,4,0,"Early"
"15108","SSH70","SSH","asee_shstep07",7,0,3472,4,1,"Early"
"15109","SSH70","SSH","asee_shstep09",9,0,2577,4,3,"Early"
"15110","SSH70","SSH","asee_shstep11",11,0,1155,4,2,"Early"
"15111","SSH70","SSH","asee_shstep13",13,0,1294,4,5,"Early"
"15112","SSH70","SSH","asee_shstep15",15,0,857,4,6,"Early"
"15113","SSH70","SSH","asee_shstep17",17,0,866,4,4,"Early"
"15114","SSH70","SSH","asee_shstep05",5,1,2563,5,2,"Early"
"15115","SSH70","SSH","asee_shstep07",7,0,1139,5,4,"Early"
"15116","SSH70","SSH","asee_shstep09",9,0,1657,5,0,"Early"
"15117","SSH70","SSH","asee_shstep11",11,0,975,5,6,"Early"
"15118","SSH70","SSH","asee_shstep13",13,0,2287,5,5,"Early"
"15119","SSH70","SSH","asee_shstep15",15,0,666,5,1,"Early"
"15120","SSH70","SSH","asee_shstep17",17,0,1079,5,3,"Early"
"15121","SSH70","SSH","asee_shstep05",5,1,1325,6,1,"Late"
"15122","SSH70","SSH","asee_shstep07",7,1,2882,6,3,"Late"
"15123","SSH70","SSH","asee_shstep09",9,1,2394,6,6,"Late"
"15124","SSH70","SSH","asee_shstep11",11,1,3033,6,5,"Late"
"15125","SSH70","SSH","asee_shstep13",13,0,579,6,4,"Late"
"15126","SSH70","SSH","asee_shstep15",15,0,683,6,0,"Late"
"15127","SSH70","SSH","asee_shstep17",17,0,918,6,2,"Late"
"15128","SSH70","SSH","asee_shstep05",5,1,609,7,2,"Late"
"15129","SSH70","SSH","asee_shstep07",7,1,810,7,6,"Late"
"15130","SSH70","SSH","asee_shstep09",9,1,848,7,4,"Late"
"15131","SSH70","SSH","asee_shstep11",11,1,621,7,0,"Late"
"15132","SSH70","SSH","asee_shstep13",13,0,569,7,3,"Late"
"15133","SSH70","SSH","asee_shstep15",15,0,1736,7,5,"Late"
"15134","SSH70","SSH","asee_shstep17",17,0,623,7,1,"Late"
"15135","SSH70","SSH","asee_shstep05",5,1,1241,8,0,"Late"
"15136","SSH70","SSH","asee_shstep07",7,1,697,8,1,"Late"
"15137","SSH70","SSH","asee_shstep09",9,0,1635,8,5,"Late"
"15138","SSH70","SSH","asee_shstep11",11,0,572,8,3,"Late"
"15139","SSH70","SSH","asee_shstep13",13,0,895,8,2,"Late"
"15140","SSH70","SSH","asee_shstep15",15,0,674,8,4,"Late"
"15141","SSH70","SSH","asee_shstep17",17,0,630,8,6,"Late"
"15142","SSH70","SSH","asee_shstep05",5,1,1254,9,1,"Late"
"15143","SSH70","SSH","asee_shstep07",7,1,1302,9,2,"Late"
"15144","SSH70","SSH","asee_shstep09",9,1,776,9,3,"Late"
"15145","SSH70","SSH","asee_shstep11",11,0,1059,9,5,"Late"
