"","subject","id","condition","word","trial","nounAnswer","rt","grammarType","wordType","sex","hearing","lang","equip"
"1491","Subject015","1012subject342","aam","marina",91,1,2544,"noun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"1492","Subject015","1012subject342","aam","ciderstep9",92,1,1837,"noun","critical","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"1493","Subject015","1012subject342","aam","immoral",93,0,1287,"notnoun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"1494","Subject015","1012subject342","aam","enroll",94,0,1923,"notnoun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"1495","Subject015","1012subject342","aam","freeze",95,0,1720,"notnoun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"1496","Subject015","1012subject342","aam","camera",96,1,1149,"noun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"1497","Subject015","1012subject342","aam","acerbicstep12",97,0,1883,"notnoun","critical","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"1498","Subject015","1012subject342","aam","sabrestep10",98,1,1292,"noun","critical","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"1499","Subject015","1012subject342","aam","severalstep9",99,0,1391,"notnoun","critical","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"1500","Subject015","1012subject342","aam","weekly",0,0,1683,"notnoun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"1601","Subject017","1012subject40","bam","bakery",1,1,1047,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1602","Subject017","1012subject40","bam","avenue",10,1,1524,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1603","Subject017","1012subject40","bam","weekly",11,0,1299,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1604","Subject017","1012subject40","bam","dinosaurstep8",12,1,1000,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1605","Subject017","1012subject40","bam","felony",13,1,1541,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1606","Subject017","1012subject40","bam","announcementstep8",14,1,1584,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1607","Subject017","1012subject40","bam","embarassingstep9",15,0,1375,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1608","Subject017","1012subject40","bam","ignore",16,0,1163,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1609","Subject017","1012subject40","bam","coliseumstep9",17,1,1483,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1610","Subject017","1012subject40","bam","warrantee",18,0,1276,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1611","Subject017","1012subject40","bam","romantic",19,0,1736,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1612","Subject017","1012subject40","bam","tennesseestep11",2,1,1720,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1613","Subject017","1012subject40","bam","malpracticestep10",20,1,1842,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1614","Subject017","1012subject40","bam","utensilstep10",21,1,1169,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1615","Subject017","1012subject40","bam","nervousstep13",22,0,1170,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1616","Subject017","1012subject40","bam","immoral",23,0,1342,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1617","Subject017","1012subject40","bam","arthritisstep8",24,1,1406,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1618","Subject017","1012subject40","bam","become",25,0,1130,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1619","Subject017","1012subject40","bam","yoghurt",26,1,1308,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1620","Subject017","1012subject40","bam","eraserstep8",27,1,1071,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1621","Subject017","1012subject40","bam","relate",28,0,1895,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1622","Subject017","1012subject40","bam","tutorial",29,1,1535,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1623","Subject017","1012subject40","bam","harmful",3,0,1193,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1624","Subject017","1012subject40","bam","ballerina",30,1,979,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1625","Subject017","1012subject40","bam","vibrant",31,0,1522,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1626","Subject017","1012subject40","bam","remedial",32,0,1163,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1627","Subject017","1012subject40","bam","parable",33,0,1014,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1628","Subject017","1012subject40","bam","brain",34,1,1277,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1629","Subject017","1012subject40","bam","global",35,0,1198,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1630","Subject017","1012subject40","bam","hamburger",36,1,1097,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1631","Subject017","1012subject40","bam","grapple",37,0,1200,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1632","Subject017","1012subject40","bam","yell",38,0,1365,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1633","Subject017","1012subject40","bam","parrot",39,1,1033,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1634","Subject017","1012subject40","bam","typical",4,0,1043,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1635","Subject017","1012subject40","bam","camera",40,1,1037,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1636","Subject017","1012subject40","bam","grammatical",41,0,982,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1637","Subject017","1012subject40","bam","unique",42,0,1230,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1638","Subject017","1012subject40","bam","manually",43,0,1411,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1639","Subject017","1012subject40","bam","remind",44,0,1236,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1640","Subject017","1012subject40","bam","orbital",45,1,1618,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1641","Subject017","1012subject40","bam","around",46,0,1195,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1642","Subject017","1012subject40","bam","family",47,1,1252,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1643","Subject017","1012subject40","bam","pregnancystep8",48,0,1804,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1644","Subject017","1012subject40","bam","mineral",49,1,1466,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1645","Subject017","1012subject40","bam","gullible",5,0,983,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1646","Subject017","1012subject40","bam","occupy",50,0,1458,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1647","Subject017","1012subject40","bam","hallucinatestep8",51,0,1715,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1648","Subject017","1012subject40","bam","military",52,1,1430,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1649","Subject017","1012subject40","bam","honeymoon",53,1,2603,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1650","Subject017","1012subject40","bam","momentary",54,0,1735,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1651","Subject017","1012subject40","bam","beauty",55,0,1371,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1652","Subject017","1012subject40","bam","dragon",56,1,1516,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1653","Subject017","1012subject40","bam","fumble",57,0,2084,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1654","Subject017","1012subject40","bam","embassystep11",58,1,1288,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1655","Subject017","1012subject40","bam","rehearsalstep8",59,1,1209,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1656","Subject017","1012subject40","bam","hidden",6,0,1302,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1657","Subject017","1012subject40","bam","overcome",60,0,1110,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1658","Subject017","1012subject40","bam","immune",61,0,1546,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1659","Subject017","1012subject40","bam","lawyer",62,1,1329,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1660","Subject017","1012subject40","bam","depend",63,0,1316,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1661","Subject017","1012subject40","bam","omelet",64,1,1159,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1662","Subject017","1012subject40","bam","kidnap",65,0,1186,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1663","Subject017","1012subject40","bam","peninsulastep11",66,1,1185,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1664","Subject017","1012subject40","bam","eternal",67,0,1181,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1665","Subject017","1012subject40","bam","regular",68,0,1328,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1666","Subject017","1012subject40","bam","degree",69,1,1409,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1667","Subject017","1012subject40","bam","engine",7,1,1053,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1668","Subject017","1012subject40","bam","develop",70,0,1477,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1669","Subject017","1012subject40","bam","garden",71,0,1466,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1670","Subject017","1012subject40","bam","image",72,1,1292,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1671","Subject017","1012subject40","bam","freeze",73,0,1380,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1672","Subject017","1012subject40","bam","america",74,1,1105,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1673","Subject017","1012subject40","bam","homogeneousstep11",75,0,1118,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1674","Subject017","1012subject40","bam","ironic",76,0,1216,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1675","Subject017","1012subject40","bam","appear",77,0,1085,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"1676","Subject017","1012subject40","bam","royal",78,0,1158,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
