"","subject","id","condition","word","trial","nounAnswer","rt","grammarType","wordType","sex","hearing","lang","equip"
"24260","Subject244","924subject126","aam","camera",63,1,1199,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24261","Subject244","924subject126","aam","sufferstep8",64,0,1298,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24262","Subject244","924subject126","aam","alone",65,0,1281,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24263","Subject244","924subject126","aam","military",66,0,2382,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24264","Subject244","924subject126","aam","dragon",67,1,1217,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24265","Subject244","924subject126","aam","become",68,0,1297,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24266","Subject244","924subject126","aam","basementstep11",69,1,1797,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24267","Subject244","924subject126","aam","develop",7,0,1581,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24268","Subject244","924subject126","aam","ciderstep9",70,1,1515,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24269","Subject244","924subject126","aam","beauty",71,0,1178,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24270","Subject244","924subject126","aam","recovery",72,0,1205,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24271","Subject244","924subject126","aam","fumble",73,0,1269,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24272","Subject244","924subject126","aam","bakery",74,1,1228,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24273","Subject244","924subject126","aam","wrinkle",75,0,1326,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24274","Subject244","924subject126","aam","gullible",76,0,1817,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24275","Subject244","924subject126","aam","garden",77,1,1704,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24276","Subject244","924subject126","aam","surrenderstep8",78,0,1687,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24277","Subject244","924subject126","aam","anemia",79,0,2766,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24278","Subject244","924subject126","aam","secondstep11",8,0,4394,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24279","Subject244","924subject126","aam","avenue",80,1,1452,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24280","Subject244","924subject126","aam","yoghurt",81,1,1286,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24281","Subject244","924subject126","aam","engine",82,1,1325,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24282","Subject244","924subject126","aam","saltystep14",83,0,1620,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24283","Subject244","924subject126","aam","yell",84,0,1773,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24284","Subject244","924subject126","aam","totally",85,0,1335,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24285","Subject244","924subject126","aam","around",86,0,1975,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24286","Subject244","924subject126","aam","document",87,1,1736,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24287","Subject244","924subject126","aam","warrantee",88,1,1313,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24288","Subject244","924subject126","aam","remind",89,0,1412,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24289","Subject244","924subject126","aam","relate",9,0,1402,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24290","Subject244","924subject126","aam","tobacco",90,1,1276,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24291","Subject244","924subject126","aam","annoying",91,0,1221,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24292","Subject244","924subject126","aam","america",92,1,1245,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24293","Subject244","924subject126","aam","manually",93,0,1568,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24294","Subject244","924subject126","aam","hamburger",94,1,1224,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24295","Subject244","924subject126","aam","guilty",95,0,1086,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24296","Subject244","924subject126","aam","evolve",96,0,1221,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24297","Subject244","924subject126","aam","grammatical",97,0,1139,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24298","Subject244","924subject126","aam","freeze",98,0,2700,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24299","Subject244","924subject126","aam","severalstep9",99,0,1319,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24300","Subject244","924subject126","aam","overcome",0,0,3629,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"24301","Subject245","924subject937","aam","gasolinestep11",1,1,1405,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24302","Subject245","924subject937","aam","silverstep10",10,1,1754,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24303","Subject245","924subject937","aam","romantic",11,0,1605,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24304","Subject245","924subject937","aam","weekly",12,0,1659,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24305","Subject245","924subject937","aam","immune",13,0,1447,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24306","Subject245","924subject937","aam","pineapple",14,1,1413,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24307","Subject245","924subject937","aam","depend",15,0,1307,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24308","Subject245","924subject937","aam","honeymoon",16,1,2069,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24309","Subject245","924subject937","aam","yell",17,0,1728,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24310","Subject245","924subject937","aam","become",18,0,1339,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24311","Subject245","924subject937","aam","regular",19,0,1152,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24312","Subject245","924subject937","aam","annoying",2,0,1367,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24313","Subject245","924subject937","aam","degree",20,1,1059,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24314","Subject245","924subject937","aam","secondstep11",21,0,1592,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24315","Subject245","924subject937","aam","eternal",22,0,1500,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24316","Subject245","924subject937","aam","enroll",23,0,1647,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24317","Subject245","924subject937","aam","evolve",24,0,1794,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24318","Subject245","924subject937","aam","avenue",25,1,2254,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24319","Subject245","924subject937","aam","engine",26,1,1670,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24320","Subject245","924subject937","aam","america",27,1,1156,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24321","Subject245","924subject937","aam","vibrant",28,0,1849,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24322","Subject245","924subject937","aam","develop",29,0,3637,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24323","Subject245","924subject937","aam","freeze",3,0,2350,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24325","Subject245","924subject937","aam","sandalstep11",31,1,2674,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24326","Subject245","924subject937","aam","family",32,1,1608,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24327","Subject245","924subject937","aam","recovery",33,0,2198,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24328","Subject245","924subject937","aam","casserolestep12",34,1,1181,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24329","Subject245","924subject937","aam","ignore",35,0,1285,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24330","Subject245","924subject937","aam","manually",36,0,1353,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24331","Subject245","924subject937","aam","momentary",37,0,1524,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24332","Subject245","924subject937","aam","opaque",38,0,2065,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24333","Subject245","924subject937","aam","ironic",39,0,1501,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24334","Subject245","924subject937","aam","military",4,0,2135,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24335","Subject245","924subject937","aam","ciderstep9",40,1,1473,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24336","Subject245","924subject937","aam","embody",41,0,1466,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24337","Subject245","924subject937","aam","relate",42,0,1163,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24338","Subject245","924subject937","aam","brain",43,1,1133,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24339","Subject245","924subject937","aam","totally",44,0,1095,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24340","Subject245","924subject937","aam","immoral",45,0,1628,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24341","Subject245","924subject937","aam","ballerina",46,1,1212,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24342","Subject245","924subject937","aam","severalstep9",47,0,1487,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24343","Subject245","924subject937","aam","similarstep10",48,0,1137,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24344","Subject245","924subject937","aam","energy",49,1,1868,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24345","Subject245","924subject937","aam","acerbicstep12",5,0,1790,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24346","Subject245","924subject937","aam","felony",50,0,2094,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24347","Subject245","924subject937","aam","grapple",51,0,1248,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24348","Subject245","924subject937","aam","grammatical",52,0,933,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24349","Subject245","924subject937","aam","failure",53,0,2209,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24350","Subject245","924subject937","aam","typical",54,0,1008,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24351","Subject245","924subject937","aam","mineral",55,1,1243,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24352","Subject245","924subject937","aam","basementstep11",56,1,997,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24353","Subject245","924subject937","aam","image",57,1,952,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24354","Subject245","924subject937","aam","secludedstep10",58,0,1800,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24355","Subject245","924subject937","aam","seaweedstep12",59,1,1449,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24356","Subject245","924subject937","aam","occupy",6,0,1580,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24357","Subject245","924subject937","aam","bakery",60,1,960,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24358","Subject245","924subject937","aam","superpowerstep12",61,1,2025,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24359","Subject245","924subject937","aam","sabrestep10",62,0,1546,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24360","Subject245","924subject937","aam","orbital",63,1,2251,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24361","Subject245","924subject937","aam","saltystep14",64,0,1517,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24362","Subject245","924subject937","aam","royalty",65,1,2301,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24363","Subject245","924subject937","aam","alone",66,0,1581,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24364","Subject245","924subject937","aam","around",67,0,1902,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24365","Subject245","924subject937","aam","overcome",68,0,1674,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24366","Subject245","924subject937","aam","appear",69,0,1290,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24367","Subject245","924subject937","aam","remind",7,0,1331,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24368","Subject245","924subject937","aam","hidden",70,0,2021,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24369","Subject245","924subject937","aam","guilty",71,0,930,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24370","Subject245","924subject937","aam","marina",72,0,1815,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24371","Subject245","924subject937","aam","human",73,1,1303,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24372","Subject245","924subject937","aam","solidstep12",74,0,2349,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24373","Subject245","924subject937","aam","unique",75,0,1352,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24374","Subject245","924subject937","aam","omelet",76,1,1759,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24375","Subject245","924subject937","aam","global",77,0,1991,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24377","Subject245","924subject937","aam","anemia",79,0,1437,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24378","Subject245","924subject937","aam","beauty",8,0,1973,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24379","Subject245","924subject937","aam","tobacco",80,1,1733,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24380","Subject245","924subject937","aam","kidnap",81,0,1405,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24381","Subject245","924subject937","aam","document",82,0,1339,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24382","Subject245","924subject937","aam","submarinestep10",83,1,1414,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24383","Subject245","924subject937","aam","hamburger",84,1,1236,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24384","Subject245","924subject937","aam","warrantee",85,1,1479,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24385","Subject245","924subject937","aam","fumble",86,0,1245,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24386","Subject245","924subject937","aam","animal",87,1,1112,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24387","Subject245","924subject937","aam","parrot",88,1,878,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24388","Subject245","924subject937","aam","sufferstep8",89,0,1020,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24389","Subject245","924subject937","aam","sidewalkstep8",9,1,1813,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24390","Subject245","924subject937","aam","wrinkle",90,1,2254,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24391","Subject245","924subject937","aam","umbrella",91,1,1401,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24392","Subject245","924subject937","aam","gullible",92,0,1209,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24393","Subject245","924subject937","aam","tutorial",93,0,1471,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24394","Subject245","924subject937","aam","harmful",94,0,1365,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24395","Subject245","924subject937","aam","dragon",95,1,1093,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24396","Subject245","924subject937","aam","camera",96,1,1073,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24397","Subject245","924subject937","aam","surrenderstep8",97,0,1320,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24398","Subject245","924subject937","aam","yoghurt",98,1,1094,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24399","Subject245","924subject937","aam","parable",99,0,1564,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24400","Subject245","924subject937","aam","garden",0,1,1669,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24501","Subject247","926subject397","bbm","tennesseestep0",1,1,1846,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24502","Subject247","926subject397","bbm","hallucinatestep20",10,0,2670,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24503","Subject247","926subject397","bbm","brain",11,1,1687,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24504","Subject247","926subject397","bbm","rehearsalstep20",12,0,3161,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24505","Subject247","926subject397","bbm","family",13,1,2060,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24506","Subject247","926subject397","bbm","vibrant",14,0,1474,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24507","Subject247","926subject397","bbm","anemia",15,1,2341,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24508","Subject247","926subject397","bbm","ironic",16,0,1658,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24509","Subject247","926subject397","bbm","degree",17,1,1085,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24510","Subject247","926subject397","bbm","hidden",18,0,1549,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24511","Subject247","926subject397","bbm","immune",19,0,2406,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24512","Subject247","926subject397","bbm","remedial",2,0,2068,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24513","Subject247","926subject397","bbm","arthritisstep20",20,1,1593,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24514","Subject247","926subject397","bbm","harmful",21,0,1689,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24515","Subject247","926subject397","bbm","engine",22,1,821,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24516","Subject247","926subject397","bbm","overcome",23,0,1909,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24517","Subject247","926subject397","bbm","umbrella",24,1,977,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24518","Subject247","926subject397","bbm","announcementstep20",25,1,1805,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24519","Subject247","926subject397","bbm","marina",26,1,1873,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24520","Subject247","926subject397","bbm","nervousstep20",27,0,1561,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24521","Subject247","926subject397","bbm","parrot",28,1,956,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24522","Subject247","926subject397","bbm","gullible",29,0,2400,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24523","Subject247","926subject397","bbm","totally",3,0,1986,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24524","Subject247","926subject397","bbm","document",30,1,1701,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24525","Subject247","926subject397","bbm","garden",31,1,988,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24526","Subject247","926subject397","bbm","enroll",32,0,1810,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24527","Subject247","926subject397","bbm","wrinkle",33,0,2485,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24528","Subject247","926subject397","bbm","america",34,1,1304,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24529","Subject247","926subject397","bbm","kidnap",35,0,1750,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24530","Subject247","926subject397","bbm","lawyer",36,1,1360,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24531","Subject247","926subject397","bbm","depend",37,0,1856,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24532","Subject247","926subject397","bbm","bakery",38,1,916,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24533","Subject247","926subject397","bbm","relate",39,0,3470,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24534","Subject247","926subject397","bbm","dragon",4,1,913,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24535","Subject247","926subject397","bbm","freeze",40,1,1287,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24536","Subject247","926subject397","bbm","romantic",41,0,1728,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24537","Subject247","926subject397","bbm","weekly",42,0,2726,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24538","Subject247","926subject397","bbm","annoying",43,0,1990,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24539","Subject247","926subject397","bbm","around",44,0,2247,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24540","Subject247","926subject397","bbm","pregnancystep20",45,1,1418,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24541","Subject247","926subject397","bbm","homogeneousstep20",46,0,1543,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24542","Subject247","926subject397","bbm","coliseumstep20",47,1,1285,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24543","Subject247","926subject397","bbm","typical",48,0,1275,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24544","Subject247","926subject397","bbm","addressstep0",49,1,1211,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24545","Subject247","926subject397","bbm","parable",5,0,1190,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24546","Subject247","926subject397","bbm","pineapple",50,1,1019,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24547","Subject247","926subject397","bbm","malpracticestep20",51,1,1610,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24548","Subject247","926subject397","bbm","manually",52,0,3834,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24549","Subject247","926subject397","bbm","grammatical",53,0,2171,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24550","Subject247","926subject397","bbm","regular",54,1,2612,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24551","Subject247","926subject397","bbm","evolve",55,1,1080,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24552","Subject247","926subject397","bbm","unique",56,0,2630,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24553","Subject247","926subject397","bbm","fumble",57,0,2073,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24554","Subject247","926subject397","bbm","embarassingstep0",58,0,3113,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24555","Subject247","926subject397","bbm","grapple",59,0,2457,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24556","Subject247","926subject397","bbm","honeymoon",6,1,1227,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24557","Subject247","926subject397","bbm","camera",60,1,1061,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24558","Subject247","926subject397","bbm","embracestep20",61,1,1566,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24559","Subject247","926subject397","bbm","royal",62,1,1122,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24560","Subject247","926subject397","bbm","orbital",63,1,1156,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24561","Subject247","926subject397","bbm","arkansasstep20",64,1,1119,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24562","Subject247","926subject397","bbm","alone",65,1,805,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24563","Subject247","926subject397","bbm","yoghurt",66,1,971,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24564","Subject247","926subject397","bbm","peninsulastep20",67,1,937,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24565","Subject247","926subject397","bbm","ballerina",68,1,904,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
